date,checkout_id,is_checkout,qty,unit_price
2025-01-02,7352095,0,0,Rp 25.000
2025-01-02,7448951,0,0,Rp 25.000
2025-01-02,7937919,0,0,Rp 25.000
2025-01-02,7944602,0,0,Rp 25.000
2025-01-02,7990339,0,0,Rp 25.000
2025-01-02,8035876,1,1,Rp 25.000
2025-01-02,8155547,0,0,Rp 25.000
2025-01-02,8186797,1,3,Rp 25.000
2025-01-02,8438195,1,3,Rp 25.000
2025-01-02,8668755,0,0,Rp 25.000
2025-01-02,8956977,0,0,Rp 25.000
2025-01-02,9043598,0,0,Rp 25.000
2025-01-02,9051128,0,0,Rp 25.000
2025-01-02,9203568,0,0,Rp 25.000
2025-01-02,9267504,0,0,Rp 25.000
2025-01-02,9278970,1,1,Rp 25.000
2025-01-02,9294407,0,0,Rp 25.000
2025-01-02,9316112,1,1,Rp 25.000
2025-01-02,9331122,0,0,Rp 25.000
2025-01-02,9577664,0,0,Rp 25.000
2025-01-02,9763280,0,0,Rp 25.000
2025-01-02,9877806,1,1,Rp 25.000
2025-01-03,1066676,1,3,Rp 25.000
2025-01-03,1184109,0,0,Rp 25.000
2025-01-03,1187147,0,0,Rp 25.000
2025-01-03,1231367,1,1,Rp 25.000
2025-01-03,1274815,0,0,Rp 25.000
2025-01-03,1359029,0,0,Rp 25.000
2025-01-03,1367906,0,0,Rp 25.000
2025-01-03,1431152,0,0,Rp 25.000
2025-01-03,1560368,0,0,Rp 25.000
2025-01-03,1686447,0,0,Rp 25.000
2025-01-03,1732048,0,0,Rp 25.000
2025-01-03,1943649,0,0,Rp 25.000
2025-01-03,2127701,0,0,Rp 25.000
2025-01-03,2150328,0,0,Rp 25.000
2025-01-03,2373015,0,0,Rp 25.000
2025-01-03,2378814,0,0,Rp 25.000
2025-01-03,2711217,0,0,Rp 25.000
2025-01-03,2783512,0,0,Rp 25.000
2025-01-03,2835386,0,0,Rp 25.000
2025-01-03,2901980,1,1,Rp 25.000
2025-01-03,2925014,0,0,Rp 25.000
2025-01-03,3062712,0,0,Rp 25.000
2025-01-03,3209406,0,0,Rp 25.000
2025-01-03,3650754,0,0,Rp 25.000
2025-01-03,3795398,0,0,Rp 25.000
2025-01-03,4183358,0,0,Rp 25.000
2025-01-03,4267606,0,0,Rp 25.000
2025-01-03,4475493,0,0,Rp 25.000
2025-01-03,4667042,0,0,Rp 25.000
2025-01-03,4853839,0,0,Rp 25.000
2025-01-03,4914311,0,0,Rp 25.000
2025-01-03,5147300,0,0,Rp 25.000
2025-01-03,5204343,0,0,Rp 25.000
2025-01-03,5333945,0,0,Rp 25.000
2025-01-03,5457115,0,0,Rp 25.000
2025-01-03,5710142,0,0,Rp 25.000
2025-01-03,5902529,1,4,Rp 25.000
2025-01-03,5966287,1,3,Rp 25.000
2025-01-03,6025199,1,1,Rp 25.000
2025-01-03,6242366,0,0,Rp 25.000
2025-01-03,6539265,0,0,Rp 25.000
2025-01-03,6586320,0,0,Rp 25.000
2025-01-03,6722822,0,0,Rp 25.000
2025-01-03,6828094,0,0,Rp 25.000
2025-01-03,7163309,0,0,Rp 25.000
2025-01-03,7177039,0,0,Rp 25.000
2025-01-03,7199595,0,0,Rp 25.000
2025-01-03,7218270,0,0,Rp 25.000
2025-01-03,8013878,0,0,Rp 25.000
2025-01-03,8022781,0,0,Rp 25.000
2025-01-03,8060724,0,0,Rp 25.000
2025-01-03,8068010,1,1,Rp 25.000
2025-01-03,8207581,0,0,Rp 25.000
2025-01-03,8468281,0,0,Rp 25.000
2025-01-03,8687338,0,0,Rp 25.000
2025-01-03,8722167,0,0,Rp 25.000
2025-01-03,8866315,0,0,Rp 25.000
2025-01-03,9130060,0,0,Rp 25.000
2025-01-03,9262047,0,0,Rp 25.000
2025-01-03,9485066,0,0,Rp 25.000
2025-01-03,9548370,0,0,Rp 25.000
2025-01-03,9924910,0,0,Rp 25.000
2025-01-03,9928984,1,3,Rp 25.000
2025-01-03,9957484,0,0,Rp 25.000
2025-01-03,9994718,0,0,Rp 25.000
2025-01-04,1135831,0,0,Rp 25.000
2025-01-04,1223269,0,0,Rp 25.000
2025-01-04,1412121,0,0,Rp 25.000
2025-01-04,1501273,0,0,Rp 25.000
2025-01-04,1784649,1,1,Rp 25.000
2025-01-04,2138685,0,0,Rp 25.000
2025-01-04,2176781,0,0,Rp 25.000
2025-01-04,2414864,0,0,Rp 25.000
2025-01-04,2449188,0,0,Rp 25.000
2025-01-04,2495311,0,0,Rp 25.000
2025-01-04,2908857,0,0,Rp 25.000
2025-01-04,2914344,0,0,Rp 25.000
2025-01-04,3027333,0,0,Rp 25.000
2025-01-04,3032738,1,2,Rp 25.000
2025-01-04,3083968,0,0,Rp 25.000
2025-01-04,3169431,0,0,Rp 25.000
2025-01-04,3210728,0,0,Rp 25.000
2025-01-04,3384271,0,0,Rp 25.000
2025-01-04,3616501,0,0,Rp 25.000
2025-01-04,3812251,1,1,Rp 25.000
2025-01-04,3972625,0,0,Rp 25.000
2025-01-04,3990551,0,0,Rp 25.000
2025-01-04,4338239,0,0,Rp 25.000
2025-01-04,4428208,0,0,Rp 25.000
2025-01-04,4653495,0,0,Rp 25.000
2025-01-04,4700697,0,0,Rp 25.000
2025-01-04,4952576,0,0,Rp 25.000
2025-01-04,5242805,1,2,Rp 25.000
2025-01-04,5325574,1,1,Rp 25.000
2025-01-04,5522438,0,0,Rp 25.000
2025-01-04,5639762,1,4,Rp 25.000
2025-01-04,5727267,0,0,Rp 25.000
2025-01-04,6540358,0,0,Rp 25.000
2025-01-04,6585101,0,0,Rp 25.000
2025-01-04,6620995,1,3,Rp 25.000
2025-01-04,6748146,0,0,Rp 25.000
2025-01-04,6933613,0,0,Rp 25.000
2025-01-04,6955672,0,0,Rp 25.000
2025-01-04,7056635,0,0,Rp 25.000
2025-01-04,7156116,0,0,Rp 25.000
2025-01-04,7167425,0,0,Rp 25.000
2025-01-04,7454530,0,0,Rp 25.000
2025-01-04,7460100,0,0,Rp 25.000
2025-01-04,7623394,0,0,Rp 25.000
2025-01-04,7745362,0,0,Rp 25.000
2025-01-04,7847176,0,0,Rp 25.000
2025-01-04,8022431,1,3,Rp 25.000
2025-01-04,8076766,0,0,Rp 25.000
2025-01-04,8160741,0,0,Rp 25.000
2025-01-04,8500825,0,0,Rp 25.000
2025-01-04,8559548,0,0,Rp 25.000
2025-01-04,8629388,0,0,Rp 25.000
2025-01-04,8672117,0,0,Rp 25.000
2025-01-04,8767620,0,0,Rp 25.000
2025-01-04,8779260,0,0,Rp 25.000
2025-01-04,8807652,0,0,Rp 25.000
2025-01-04,8822830,0,0,Rp 25.000
2025-01-04,8881673,0,0,Rp 25.000
2025-01-04,8953712,0,0,Rp 25.000
2025-01-04,8981978,0,0,Rp 25.000
2025-01-04,9200721,0,0,Rp 25.000
2025-01-04,9512970,0,0,Rp 25.000
2025-01-04,9575718,0,0,Rp 25.000
2025-01-04,9679299,1,1,Rp 25.000
2025-01-04,9882425,0,0,Rp 25.000
2025-01-04,9994295,0,0,Rp 25.000
2025-01-05,1467940,0,0,Rp 25.000
2025-01-05,1936916,1,4,Rp 25.000
2025-01-05,2079509,0,0,Rp 25.000
2025-01-05,2128071,0,0,Rp 25.000
2025-01-05,2790117,0,0,Rp 25.000
2025-01-05,2852384,0,0,Rp 25.000
2025-01-05,2862479,0,0,Rp 25.000
2025-01-05,2964505,0,0,Rp 25.000
2025-01-05,2965821,0,0,Rp 25.000
2025-01-05,3023260,0,0,Rp 25.000
2025-01-05,3155528,0,0,Rp 25.000
2025-01-05,3164677,0,0,Rp 25.000
2025-01-05,3452669,0,0,Rp 25.000
2025-01-05,3465264,0,0,Rp 25.000
2025-01-05,3513965,0,0,Rp 25.000
2025-01-05,3585913,0,0,Rp 25.000
2025-01-05,3638441,0,0,Rp 25.000
2025-01-05,4003169,0,0,Rp 25.000
2025-01-05,4083916,0,0,Rp 25.000
2025-01-05,4309369,0,0,Rp 25.000
2025-01-05,4334245,0,0,Rp 25.000
2025-01-05,4588505,1,1,Rp 25.000
2025-01-05,4611497,0,0,Rp 25.000
2025-01-05,4615620,0,0,Rp 25.000
2025-01-05,4733791,0,0,Rp 25.000
2025-01-05,4812903,0,0,Rp 25.000
2025-01-05,4911419,0,0,Rp 25.000
2025-01-05,5072613,0,0,Rp 25.000
2025-01-05,5073561,0,0,Rp 25.000
2025-01-05,5248626,0,0,Rp 25.000
2025-01-05,5485080,0,0,Rp 25.000
2025-01-05,5534989,0,0,Rp 25.000
2025-01-05,5989260,0,0,Rp 25.000
2025-01-05,6247779,0,0,Rp 25.000
2025-01-05,6343607,0,0,Rp 25.000
2025-01-05,6547560,0,0,Rp 25.000
2025-01-05,6766185,1,4,Rp 25.000
2025-01-05,6910403,0,0,Rp 25.000
2025-01-05,6927223,0,0,Rp 25.000
2025-01-05,7065223,0,0,Rp 25.000
2025-01-05,7193206,0,0,Rp 25.000
2025-01-05,7208383,0,0,Rp 25.000
2025-01-05,7248524,1,3,Rp 25.000
2025-01-05,7299743,1,5,Rp 25.000
2025-01-05,7321846,0,0,Rp 25.000
2025-01-05,7413339,0,0,Rp 25.000
2025-01-05,7471627,1,1,Rp 25.000
2025-01-05,7502957,0,0,Rp 25.000
2025-01-05,7553858,0,0,Rp 25.000
2025-01-05,7622459,1,3,Rp 25.000
2025-01-05,7776774,1,2,Rp 25.000
2025-01-05,7800593,0,0,Rp 25.000
2025-01-05,8067986,0,0,Rp 25.000
2025-01-05,8480242,0,0,Rp 25.000
2025-01-05,8805708,1,2,Rp 25.000
2025-01-05,8837144,0,0,Rp 25.000
2025-01-05,8868935,0,0,Rp 25.000
2025-01-05,9024220,0,0,Rp 25.000
2025-01-05,9270183,0,0,Rp 25.000
2025-01-05,9281669,0,0,Rp 25.000
2025-01-05,9555469,0,0,Rp 25.000
2025-01-05,9694506,0,0,Rp 25.000
2025-01-05,9732905,0,0,Rp 25.000
2025-01-06,1081091,0,0,Rp 25.000
2025-01-06,1100199,0,0,Rp 25.000
2025-01-06,1194026,0,0,Rp 25.000
2025-01-06,1340634,1,1,Rp 25.000
2025-01-06,2017377,0,0,Rp 25.000
2025-01-06,2064489,0,0,Rp 25.000
2025-01-06,2152085,0,0,Rp 25.000
2025-01-06,2260309,0,0,Rp 25.000
2025-01-06,2315428,1,1,Rp 25.000
2025-01-06,2520896,0,0,Rp 25.000
2025-01-06,2631361,0,0,Rp 25.000
2025-01-06,2696270,0,0,Rp 25.000
2025-01-06,2867493,0,0,Rp 25.000
2025-01-06,2948714,0,0,Rp 25.000
2025-01-06,3013694,0,0,Rp 25.000
2025-01-06,3093006,0,0,Rp 25.000
2025-01-06,3104765,0,0,Rp 25.000
2025-01-06,3118100,0,0,Rp 25.000
2025-01-06,3311383,1,2,Rp 25.000
2025-01-06,3549699,1,2,Rp 25.000
2025-01-06,3678911,0,0,Rp 25.000
2025-01-06,4800781,0,0,Rp 25.000
2025-01-06,4802878,1,2,Rp 25.000
2025-01-06,4875045,0,0,Rp 25.000
2025-01-06,4894848,0,0,Rp 25.000
2025-01-06,4932171,0,0,Rp 25.000
2025-01-06,5511867,0,0,Rp 25.000
2025-01-06,5518103,1,4,Rp 25.000
2025-01-06,5604588,0,0,Rp 25.000
2025-01-06,5634082,0,0,Rp 25.000
2025-01-06,5648341,0,0,Rp 25.000
2025-01-06,5770587,1,4,Rp 25.000
2025-01-06,5778288,0,0,Rp 25.000
2025-01-06,5806195,0,0,Rp 25.000
2025-01-06,5830594,0,0,Rp 25.000
2025-01-06,5890642,0,0,Rp 25.000
2025-01-06,6034975,0,0,Rp 25.000
2025-01-06,6066202,0,0,Rp 25.000
2025-01-06,6172611,0,0,Rp 25.000
2025-01-06,6273420,0,0,Rp 25.000
2025-01-06,6294782,0,0,Rp 25.000
2025-01-06,6437819,0,0,Rp 25.000
2025-01-06,6442462,0,0,Rp 25.000
2025-01-06,6554697,0,0,Rp 25.000
2025-01-06,6672366,0,0,Rp 25.000
2025-01-06,6748539,0,0,Rp 25.000
2025-01-06,6974897,0,0,Rp 25.000
2025-01-06,7253776,0,0,Rp 25.000
2025-01-06,7362397,0,0,Rp 25.000
2025-01-06,7500555,0,0,Rp 25.000
2025-01-06,7631815,0,0,Rp 25.000
2025-01-06,7666254,1,9,Rp 25.000
2025-01-06,7868121,0,0,Rp 25.000
2025-01-06,7935549,0,0,Rp 25.000
2025-01-06,8111911,0,0,Rp 25.000
2025-01-06,8167154,0,0,Rp 25.000
2025-01-06,8200367,0,0,Rp 25.000
2025-01-06,8304636,0,0,Rp 25.000
2025-01-06,8392321,1,-1,Rp 25.000
2025-01-06,8544008,0,0,Rp 25.000
2025-01-06,8558764,0,0,Rp 25.000
2025-01-06,8578995,0,0,Rp 25.000
2025-01-06,9155543,0,0,Rp 25.000
2025-01-06,9220824,0,0,Rp 25.000
2025-01-06,9408199,0,0,Rp 25.000
2025-01-06,9471439,0,0,Rp 25.000
2025-01-06,9584006,1,1,Rp 25.000
2025-01-06,9751935,1,3,Rp 25.000
2025-01-06,9863949,0,0,Rp 25.000
2025-01-06,9875576,0,0,Rp 25.000
2025-01-07,1036614,1,3,Rp 25.000
2025-01-07,1354283,0,0,Rp 25.000
2025-01-07,1434750,0,0,Rp 25.000
2025-01-07,1498194,0,0,Rp 25.000
2025-01-07,1905365,0,0,Rp 25.000
2025-01-07,2099439,0,0,Rp 25.000
2025-01-07,2365714,1,2,Rp 25.000
2025-01-07,2456723,1,4,Rp 25.000
2025-01-07,2502153,1,4,Rp 25.000
2025-01-07,3110086,0,0,Rp 25.000
2025-01-07,3269856,0,0,Rp 25.000
2025-01-07,3280727,0,0,Rp 25.000
2025-01-07,3355570,0,0,Rp 25.000
2025-01-07,3465866,0,0,Rp 25.000
2025-01-07,3543735,0,0,Rp 25.000
2025-01-07,3593914,0,0,Rp 25.000
2025-01-07,3880373,0,0,Rp 25.000
2025-01-07,4488319,0,0,Rp 25.000
2025-01-07,4692504,1,2,Rp 25.000
2025-01-07,4848055,0,0,Rp 25.000
2025-01-07,4915719,0,0,Rp 25.000
2025-01-07,4931465,0,0,Rp 25.000
2025-01-07,5041281,0,0,Rp 25.000
2025-01-07,5108009,0,0,Rp 25.000
2025-01-07,5222758,0,0,Rp 25.000
2025-01-07,5301877,0,0,Rp 25.000
2025-01-07,5466065,0,0,Rp 25.000
2025-01-07,5670945,0,0,Rp 25.000
2025-01-07,6055694,0,0,Rp 25.000
2025-01-07,6070104,0,0,Rp 25.000
2025-01-07,6246093,0,0,Rp 25.000
2025-01-07,6251062,0,0,Rp 25.000
2025-01-07,6423048,0,0,Rp 25.000
2025-01-07,6531160,0,0,Rp 25.000
2025-01-07,6608776,0,0,Rp 25.000
2025-01-07,6643963,0,0,Rp 25.000
2025-01-07,6765739,0,0,Rp 25.000
2025-01-07,6836097,1,4,Rp 25.000
2025-01-07,7228152,0,0,Rp 25.000
2025-01-07,7381138,0,0,Rp 25.000
2025-01-07,7531001,0,0,Rp 25.000
2025-01-07,7547939,0,0,Rp 25.000
2025-01-07,7647320,0,0,Rp 25.000
2025-01-07,7683301,0,0,Rp 25.000
2025-01-07,8066515,0,0,Rp 25.000
2025-01-07,8097147,0,0,Rp 25.000
2025-01-07,8105634,0,0,Rp 25.000
2025-01-07,8163335,0,0,Rp 25.000
2025-01-07,8175842,1,3,Rp 25.000
2025-01-07,8314655,0,0,Rp 25.000
2025-01-07,8523271,0,0,Rp 25.000
2025-01-07,8713304,0,0,Rp 25.000
2025-01-07,8891298,1,1,Rp 25.000
2025-01-07,9219742,0,0,Rp 25.000
2025-01-07,9245486,0,0,Rp 25.000
2025-01-07,9390832,0,0,Rp 25.000
2025-01-07,9574693,0,0,Rp 25.000
2025-01-07,9605113,0,0,Rp 25.000
2025-01-07,9802131,0,0,Rp 25.000
2025-01-08,1045646,1,1,Rp 25.000
2025-01-08,1143747,0,0,Rp 25.000
2025-01-08,1217023,0,0,Rp 25.000
2025-01-08,1378254,0,0,Rp 25.000
2025-01-08,1647624,0,0,Rp 25.000
2025-01-08,1917282,0,0,Rp 25.000
2025-01-08,1998483,0,0,Rp 25.000
2025-01-08,2152388,0,0,Rp 25.000
2025-01-08,2228249,0,0,Rp 25.000
2025-01-08,2446693,0,0,Rp 25.000
2025-01-08,2467676,0,0,Rp 25.000
2025-01-08,2621285,1,5,Rp 25.000
2025-01-08,2650454,0,0,Rp 25.000
2025-01-08,2981753,0,0,Rp 25.000
2025-01-08,3078710,0,0,Rp 25.000
2025-01-08,3210063,1,5,Rp 25.000
2025-01-08,3228353,0,0,Rp 25.000
2025-01-08,3580335,0,0,Rp 25.000
2025-01-08,3773161,0,0,Rp 25.000
2025-01-08,3840881,1,1,Rp 25.000
2025-01-08,4054284,0,0,Rp 25.000
2025-01-08,4110059,1,2,Rp 25.000
2025-01-08,4212354,0,0,Rp 25.000
2025-01-08,4228742,0,0,Rp 25.000
2025-01-08,4451647,0,0,Rp 25.000
2025-01-08,4542994,1,5,Rp 25.000
2025-01-08,4577831,0,0,Rp 25.000
2025-01-08,4778029,0,0,Rp 25.000
2025-01-08,4823575,0,0,Rp 25.000
2025-01-08,4871077,0,0,Rp 25.000
2025-01-08,5059185,0,0,Rp 25.000
2025-01-08,5154939,0,0,Rp 25.000
2025-01-08,5247152,0,0,Rp 25.000
2025-01-08,5438742,0,0,Rp 25.000
2025-01-08,5613021,0,0,Rp 25.000
2025-01-08,5635054,0,0,Rp 25.000
2025-01-08,5964723,0,0,Rp 25.000
2025-01-08,5980654,1,1,Rp 25.000
2025-01-08,6027208,1,1,Rp 25.000
2025-01-08,6037473,0,0,Rp 25.000
2025-01-08,6064053,0,0,Rp 25.000
2025-01-08,6085023,0,0,Rp 25.000
2025-01-08,6452002,0,0,Rp 25.000
2025-01-08,6463183,0,0,Rp 25.000
2025-01-08,6685534,0,0,Rp 25.000
2025-01-08,6885085,0,0,Rp 25.000
2025-01-08,7127481,0,0,Rp 25.000
2025-01-08,7290854,1,2,Rp 25.000
2025-01-08,7681680,0,0,Rp 25.000
2025-01-08,7724925,0,0,Rp 25.000
2025-01-08,7736905,0,0,Rp 25.000
2025-01-08,7757800,0,0,Rp 25.000
2025-01-08,7855200,1,1,Rp 25.000
2025-01-08,7911252,0,0,Rp 25.000
2025-01-08,7996091,0,0,Rp 25.000
2025-01-08,8210934,0,0,Rp 25.000
2025-01-08,8334032,0,0,Rp 25.000
2025-01-08,8563270,0,0,Rp 25.000
2025-01-08,8663029,0,0,Rp 25.000
2025-01-08,8740062,0,0,Rp 25.000
2025-01-08,9025761,0,0,Rp 25.000
2025-01-08,9061984,0,0,Rp 25.000
2025-01-08,9075086,0,0,Rp 25.000
2025-01-08,9130544,0,0,Rp 25.000
2025-01-08,9182556,0,0,Rp 25.000
2025-01-08,9235004,0,0,Rp 25.000
2025-01-08,9445167,0,0,Rp 25.000
2025-01-08,9524776,0,0,Rp 25.000
2025-01-08,9536252,0,0,Rp 25.000
2025-01-08,9589771,1,1,Rp 25.000
2025-01-08,9699677,0,0,Rp 25.000
